title,genre,country,production_company,runtime,release_date,overview,tagline,budget,revenue,popularity,vote_average,vote_count,poster_path,tmdb_id,imdb_id
Bastille Day,Action,Luxembourg,StudioCanal,92,4/22/16,"Michael Mason is an American pickpocket living in Paris who finds himself hunted by the CIA when he steals a bag that contains more than just a wallet. Sean Briar, the field agent on the case, soon realises that Michael is just a pawn in a much bigger game and is also his best asset to uncover a large-scale conspiracy.",With law comes disorder,20000000,14397593,12.119295,6,378,/8QcOMU8vFSInSJ1kE7Naor7L2vM.jpg,333669,tt2368619
Nacho Libre,Comedy,United States of America,Paramount Pictures,92,6/16/06,"Nacho Libre is loosely based on the story of Fray Tormenta (""Friar Storm""), aka Rev. Sergio Gutierrez Benitez, a real-life Mexican Catholic priest who had a 23-year career as a masked luchador. He competed in order to support the orphanage he directed. The producers are Jack Black, David Klawans, Julia Pistor, and Mike White.",He's not lean. He's not mean. He's nacho average hero.,32000000,80197993,12.042646,5.6,368,/lNue9evMBzqjWE4tJmUegkep8Qs.jpg,9353,tt0457510
DodgeBall: A True Underdog Story,Comedy,Germany,Twentieth Century Fox Film Corporation,92,6/18/04,"When megalomaniacal White Goodman, the owner of a trendy, high-end fitness center, makes a move to take over the struggling local gym run by happy-go-lucky Pete La Fleur, there's only one way for La Fleur to fight back: dodgeball. Aided by a dodgeball guru and Goodman's attorney, La Fleur and his rag-tag team of underdogs launch a knock-down, drag-out battle in which the winner takes all.",Grab Life By The Ball,20000000,167722310,11.967379,6.2,1009,/sgTJCyuZSJJt9LatGHolpCpqg1m.jpg,9472,tt0364725
The Witch,Mystery,Canada,Parts and Labor,92,2/19/16,"New England in the 1630s: William and Katherine lead a devout Christian life with five children, homesteading on the edge of an impassable wilderness. When their newborn son vanishes and crops fail, the family turns on one another. Beyond their worst fears, a supernatural evil lurks in the nearby wood.",Evil takes many forms.,3500000,40423945,11.840138,6.3,1471,/jfGsfzq5JrMAKbAOV2TmhsOs3tf.jpg,310131,tt4263482
Alvin and the Chipmunks,Comedy,United States of America,Dune Entertainment,92,12/13/07,"A struggling songwriter named Dave Seville finds success when he comes across a trio of singing chipmunks: mischievous leader Alvin, brainy Simon, and chubby, impressionable Theodore.",Get your squeak on!,60000000,361366633,11.805233,5.5,1212,/sAt2yb4dgrpkHjbB9dQaKD9Caor.jpg,6477,tt0952640
Underworld: Rise of the Lycans,Fantasy,United States of America,Lakeshore Entertainment,92,1/22/09,"A prequel to the first two Underworld films, this fantasy explains the origins of the feud between the Vampires and the Lycans. Aided by his secret love, Sonja, courageous Lucian leads the Lycans in battle against brutal Vampire king Viktor. Determined to break the king's enslavement of his people, Lucian faces off against the Death Dealer army in a bid for Lycan independence.",Every war has a beginning.,35000000,91353501,11.654958,6.2,1447,/hZtK6fkusSKzGc0f7yQ2syo14Ze.jpg,12437,tt0834001
The Little Prince,Adventure,France,Onyx Films,92,7/29/15,"Based on the best-seller book 'The Little Prince', the movie tells the story of a little girl that lives with resignation in a world where efficiency and work are the only dogmas. Everything will change when accidentally she discovers her neighbor that will tell her about the story of the Little Prince that he once met.",Growing up isn't the problem... forgetting is.,64000000,97571250,11.376954,7.6,771,/uUNd8rVnHxhl2DOtaU7itT2vv78.jpg,309809,tt1754656
Extract,Comedy,United States of America,Miramax Films,92,9/3/09,"The owner of a factory that produces flavor extracts, Joel Reynold seems to have it all, but really doesn't. What's missing is sexual attention from his wife, Suzie. Joel hatches a convoluted plan to get Suzie to cheat on him, thereby clearing the way for Joel to have an affair with Cindy, an employee. But what Joel doesn't know is that Cindy is a sociopathic con artist, and a freak workplace accident clears the way for her to ruin Joel forever.",Sticking it to the man has never looked so good.,8000000,10848783,11.23915,5.7,192,/j13qLGBu3WBbyPPTfWAHj8jucQI.jpg,12569,tt1225822
Perfect Sense,Drama,Germany,Zentropa Entertainments,92,1/24/11,"Susan is a scientist searching for answers to important questions. So important that she has given up on other things, like love - until she meets Micheal. Susan and Michael find themselves embarking on a sensual adventure while the world around them seems to be falling apart. A life-affirming look at what it means to love and be loved in turbulent times.",Without love there is nothing.,0,908000,11.047948,6.9,298,/bPNqZojlmqnEsQhpAA1kwL7vCNU.jpg,51999,tt1439572
Hancock,Fantasy,United States of America,Columbia Pictures,92,7/1/08,"Hancock is a down-and-out superhero who's forced to employ a PR expert to help repair his image when the public grows weary of all the damage he's inflicted during his lifesaving heroics. The agent's idea of imprisoning the antihero to make the world miss him proves successful, but will Hancock stick to his new sense of purpose or slip back into old habits?",Bad Behavior. Bad Attitude. Real Hero.,150000000,624029371,11.017324,6.2,3050,/dsCxSr4w3g2ylhlZg3v5CB5Pid7.jpg,8960,tt0448157
Death at a Funeral,Comedy,United States of America,Parabolic Pictures,92,4/15/10,"Aaron's father's funeral is today at the family home, and everything goes wrong: the funeral home delivers the wrong body, his cousin accidentally drugs her fiancé, and Aaron's successful younger brother, Ryan, flies in from New York, broke but arrogant. To top it all off, a mysterious stranger wants a word with Aaron.",This is one sad family.,21000000,49050886,10.863441,5.5,248,/iicn7Nku5G4cwCfN5DfX8aiRDD9.jpg,34803,tt1321509
Furry Vengeance,Comedy,United Arab Emirates,Summit Entertainment,92,4/2/10,"When real estate developer Dan Sanders finalizes plans to level a swath of pristine Oregon forest to make way for a soulless housing subdivision, a band of woodland creatures rises up to throw a monkey wrench into the greedy scheme. Just how much mischief from the furry critters can the businessman take before he calls it quits?",He came. He saw. They conquered.,35000000,39340177,10.794556,4.6,150,/mnAZVbqg5y8IcgK9HmA5x4Qnank.jpg,35169,tt0492389
Saw V,Horror,United States of America,Lionsgate,92,10/23/08,"Detective Hoffman is seemingly the last person alive to carry on the Jigsaw legacy. But when his secret is threatened, he must go on the hunt to eliminate all the loose ends.",You Won't Believe How It Ends,10800000,113857533,10.165499,6,848,/AkfY99GJjnsuOpIaQlFzCsv5pBl.jpg,11917,tt1132626
Aftermath,Drama,United States of America,Ingenious Media,92,4/6/17,"A fatal plane crash changes the lives of Roman and Jake forever. Roman loses his wife and daughter in the accident, while Jake, his mind as he happens to be the air traffic controller, who fails to avert the nightmare. Rage and revenge engulfs Roman and Jake finds himself swamped with guilt and regret. Can the two make peace with the past?",All he had left was revenge,10500000,3451,10.150041,5.8,162,/25oWTCGqIik4gUTMidx3L8DI4Bt.jpg,390051,tt4581576
Rambo,Action,Germany,Nu Image Films,92,1/24/08,"When governments fail to act on behalf of captive missionaries, ex-Green Beret John James Rambo sets aside his peaceful existence along the Salween River in a war-torn region of Thailand to take action.  Although he's still haunted by violent memories of his time as a U.S. soldier during the Vietnam War, Rambo can hardly turn his back on the aid workers who so desperately need his help.",Heroes never die... They just reload.,50000000,113244290,9.91556,6.4,1009,/ec1m7YgBYb4os06OSNW3QBaNYqZ.jpg,7555,tt0462499
The Grudge,Horror,Japan,Ghost House Pictures,92,10/22/04,"American nurse, Karen Davis moves to Tokyo and encounters a vengeful supernatural spirit known as The Grudge that often possesses its victims. When a series of horrifying and mysterious deaths occur – with the spirit passing its curse onto each victim - Karen must find away to break the spell before she becomes the spirit's next victim.",It never forgives. It never forgets.,10000000,183474602,9.740827,5.8,889,/y05X9RL0FIcEwoVSTppCPcQwhvf.jpg,1970,tt0391198
Bronson,Drama,United Kingdom,EM Media,92,10/9/08,"A young man who was sentenced to 7 years in prison for robbing a post office ends up spending 30 years in solitary confinement. During this time, his own personality is supplanted by his alter ego, Charles Bronson.",The Man. The Myth. The Celebrity.,230000,2260712,9.521043,6.9,756,/dnNR1IpEboT6zmWdo4lw7LTzVEm.jpg,18533,tt1172570
Mr. Peabody & Sherman,Animation,United States of America,Pacific Data Images (PDI),92,2/7/14,"A young boy and his dog, who happens to have a genius-level IQ, spring into action when their time-travel machine is stolen and moments in history begin to be changed.",He's Leaving His Mark On History,145000000,272912430,9.493838,6.7,861,/wGRWVfhMdGIThSDld2965oUkJ5E.jpg,82703,tt0864835
The Scorpion King,Action,United States of America,Universal Pictures,92,4/16/02,"In ancient Egypt, peasant Mathayus is hired to exact revenge on the powerful Memnon and the sorceress Cassandra, who are ready to overtake Balthazar's village. Amid betrayals, thieves, abductions and more, Mathayus strives to bring justice to his complicated world.",Warrior. Legend. King.,60000000,165333180,9.488117,5.3,802,/xHHMo8Za53XK8qpsdarrxUoxBwn.jpg,9334,tt0277296
"I, Frankenstein",Horror,United States of America,Lakeshore Entertainment,92,1/22/14,"200 years after his shocking creation, Dr. Frankenstein's creature, Adam, still walks the earth. But when he finds himself in the middle of a war over the fate of humanity, Adam discovers he holds the key that could destroy humankind.","In the battle between good and evil, an immortal holds the key",65000000,71154592,9.415817,5.1,701,/7DhoIiGPXDhKHy4sjghAAOloPJM.jpg,100241,tt1418377
Thank You for Smoking,Comedy,United States of America,Fox Searchlight Pictures,92,9/5/05,"The chief spokesperson and lobbyist Nick Naylor is the Vice-President of the Academy of Tobacco Studies. He is talented in speaking and spins argument to defend the cigarette industry in the most difficult situations. His best friends are Polly Bailey that works in the Moderation Council in alcohol business, and Bobby Jay Bliss of the gun business own advisory group SAFETY. They frequently meet each other in a bar and they self-entitle the Mod Squad a.k.a. Merchants of Death, disputing which industry has killed more people. Nick's greatest enemy is Vermont's Senator Ortolan Finistirre, who defends in the Senate the use a skull and crossed bones in the cigarette packs. Nick's son Joey Naylor lives with his mother, and has the chance to know his father in a business trip. When the ambitious reporter Heather Holloway betrays Nick disclosing confidences he had in bed with her, his life turns upside-down. But Nick is good in what he does for the mortgage.",Tobacco lobbyist Nick Naylor is trying to SAVE YOUR ASH!,6500000,24793509,9.369527,7.1,670,/v8PKsbAGIvAhKbbRUjdQ3jgFD2S.jpg,9388,tt0427944
